CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment
36047028100;Kings;Brooklyn;4882;2130;2752;36.04.00;06.06;52.06.00;00.02;02.06;2805;25082.0;9360.00.00;12889.0;2208.00.00;52.07.00;68.08.00;28.05.00;34.06.00;22.02;03.08;10.08;08.07;00.00;85.00.00;02.06;03.03;00.05;46.03.00;1560;70.04.00;22.04;07.01;00.00;19.03
36047028200;Kings;Brooklyn;3226;1478;1748;05.06;41.04.00;00.00;00.00;50.01.00;2023;41974.0;5858.00.00;25650.0;4801.00.00;19.04;25.06.00;43.00.00;18.03;23.05;06.02;09.00;19.06;04.07;73.03.00;00.07;00.05;01.01;54.03.00;1482;90.04.00;04.02;05.04;00.00;08.09
36047028300;Kings;Brooklyn;4150;1978;2172;40.07.00;05.04;51.08.00;00.03;01.07;2496;32917.0;11228.0;14820.0;2642.00.00;36.00.00;55.09.00;17.03;36.08.00;29.09.00;03.02;12.08;10.01;02.03;83.08.00;02.03;01.05;00.00;41.06.00;1434;79.04.00;18.08;01.08;00.00;22.05
36047028400;Kings;Brooklyn;3662;1986;1676;10.08;54.00.00;01.03;00.00;33.05.00;1956;51849.0;6661.00.00;23484.0;2350.00.00;20.09;31.04.00;28.02.00;24.07.00;15.07;17.05;13.08;14.04;09.02;61.00.00;11.03;00.08;03.04;48.02.00;1626;84.00.00;12.07;03.03;00.00;13.08
36047028501;Kings;Brooklyn;293;205;88;36.09.00;56.00.00;07.02;00.00;00.00;262;84861.0;21924.0;36546.0;11232.0;12.04;00.00;51.03.00;13.02;26.04.00;09.01;00.00;00.00;00.00;81.08.00;04.02;14.01;00.00;41.06.00;197;96.04.00;00.00;03.06;00.00;10.09
36047028502;Kings;Brooklyn;2626;1054;1572;42.09.00;00.05;53.00.00;00.00;03.07;1962;15135.0;3217.00.00;11027.0;2675.00.00;50.00.00;81.07.00;20.00;46.03.00;28.05.00;00.00;05.02;08.02;02.01;72.02.00;17.05;00.00;00.00;50.01.00;629;89.05.00;10.05;00.00;00.00;28.04.00
36047028600;Kings;Brooklyn;4692;2482;2210;19.09;49.03.00;04.00;00.00;26.08.00;2978;43828.0;14396.0;26023.0;5406.00.00;23.09;26.08.00;36.09.00;21.05;21.04;09.05;10.07;26.07.00;06.01;64.06.00;01.02;01.04;00.00;53.04.00;2121;79.08.00;12.05;07.06;00.00;04.02
36047028700;Kings;Brooklyn;2774;1154;1620;19.02;11.02;60.02.00;00.00;08.01;1973;30755.0;6763.00.00;18375.0;3079.00.00;25.05.00;29.05.00;34.07.00;37.09.00;15.07;04.09;06.09;14.03;03.08;57.06.00;04.05;12.08;07.00;38.09.00;1186;73.09.00;14.07;11.05;00.00;12.01
36047028800;Kings;Brooklyn;3495;1935;1560;21.02;40.07.00;00.02;00.00;34.08.00;1721;41786.0;5628.00.00;21084.0;4274.00.00;22.00;40.02.00;21.02;27.03.00;22.07;08.00;20.08;16.06;05.05;66.02.00;11.04;00.00;00.04;43.05.00;1666;95.00.00;01.06;03.04;00.00;05.06
36047028900;Kings;Brooklyn;3408;1473;1935;22.06;10.01;64.00.00;00.00;02.02;2215;39570.0;11236.0;20055.0;3215.00.00;28.05.00;35.00.00;28.08.00;24.08.00;33.03.00;05.07;07.03;06.08;02.05;82.09.00;03.02;01.04;03.01;44.07.00;1329;78.05.00;19.00;02.06;00.00;25.08.00
36047029000;Kings;Brooklyn;4017;1839;2178;10.07;64.09.00;00.04;00.00;23.08;2623;45179.0;8920.00.00;23620.0;3706.00.00;21.03;50.09.00;32.04.00;17.05;28.00.00;11.06;10.05;27.03.00;02.04;60.08.00;04.06;03.01;01.08;51.04.00;1894;85.05.00;10.03;04.02;00.00;09.06
36047029100;Kings;Brooklyn;2843;1238;1605;12.04;10.02;74.06.00;01.02;00.09;2179;35521.0;17587.0;23234.0;3369.00.00;14.01;16.00;39.08.00;20.05;21.05;09.05;08.07;21.00;02.04;67.05.00;00.09;02.05;05.07;48.09.00;1246;71.00.00;17.03;11.07;00.00;20.08
36047029200;Kings;Brooklyn;2540;1169;1371;16.03;51.09.00;03.02;00.00;27.01.00;1491;42740.0;8813.00.00;21728.0;3007.00.00;21.01;27.08.00;28.07.00;25.08.00;29.01.00;07.08;08.06;23.00;02.04;64.01.00;05.00;02.09;02.05;49.08.00;1098;81.09.00;12.07;05.05;00.00;09.03
36047029300;Kings;Brooklyn;3426;1302;2124;22.08;03.04;64.02.00;01.05;00.03;2388;30479.0;3309.00.00;22413.0;5269.00.00;28.03.00;41.02.00;43.07.00;21.09;24.09.00;03.07;05.08;13.09;01.01;74.03.00;05.08;01.04;03.05;39.08.00;1255;69.03.00;23.03;07.03;00.00;20.01
36047029400;Kings;Brooklyn;2489;1081;1408;10.08;57.03.00;05.08;00.00;24.07.00;1844;53625.0;11283.0;20920.0;2415.00.00;22.04;13.05;23.08;27.07.00;26.07.00;10.09;10.09;17.09;03.05;70.06.00;05.08;00.07;01.06;46.08.00;925;90.07.00;04.08;04.05;00.00;11.04
36047029500;Kings;Brooklyn;3803;1699;2104;09.00;18.04;72.02.00;00.00;00.00;2702;54276.0;9409.00.00;32133.0;3226.00.00;23.06;37.08.00;46.09.00;25.04.00;21.01;01.00;05.06;19.01;01.04;70.00.00;03.08;00.00;05.06;40.03.00;2106;72.07.00;22.07;04.06;00.00;06.00
36047029600;Kings;Brooklyn;5711;2569;3142;05.06;54.04.00;01.01;00.00;35.06.00;3809;44875.0;24248.0;24930.0;4430.00.00;15.06;16.09;37.02.00;21.08;25.01.00;08.05;07.04;22.06;07.03;62.03.00;04.08;02.03;00.07;43.06.00;2469;83.04.00;13.00;03.06;00.00;09.04
36047029700;Kings;Brooklyn;3969;1862;2107;06.00;07.00;77.00.00;00.00;03.06;3007;50260.0;10330.0;28085.0;4648.00.00;32.02.00;53.06.00;45.05.00;27.09.00;17.00;02.04;07.02;20.03;02.09;59.09.00;05.06;03.04;07.09;39.09.00;1687;71.07.00;23.02;04.04;00.07;19.03
36047029800;Kings;Brooklyn;3871;1892;1979;16.06;56.04.00;00.00;00.00;24.07.00;2104;55938.0;10588.0;33834.0;12210.0;11.01;21.00;35.00.00;15.04;21.09;13.08;14.00;26.06.00;12.06;51.09.00;06.00;01.08;01.01;40.08.00;1816;82.02.00;12.08;05.00;00.00;05.05
36047029900;Kings;Brooklyn;2663;1185;1478;15.04;01.08;78.02.00;00.02;03.01;1605;22734.0;6817.00.00;12150.0;1785.00.00;47.02.00;59.01.00;28.03.00;32.07.00;28.00.00;06.04;04.06;16.09;01.00;65.00.00;05.09;04.01;07.02;40.07.00;782;78.01.00;18.09;02.09;00.00;16.04
36047030000;Kings;Brooklyn;4048;1871;2177;13.01;32.03.00;00.00;00.00;54.06.00;2069;64615.0;14906.0;25392.0;4816.00.00;15.00;16.08;29.08.00;18.06;23.09;09.01;18.06;27.05.00;03.00;60.01.00;07.06;01.08;00.00;44.07.00;1874;84.04.00;11.01;04.05;00.00;05.03
36047030100;Kings;Brooklyn;2752;1176;1576;07.03;02.03;81.09.00;00.00;07.02;1831;44911.0;16071.0;22181.0;4269.00.00;23.04;36.05.00;20.09;34.04.00;29.02.00;06.00;09.05;26.01.00;00.00;59.07.00;12.05;00.00;01.06;40.03.00;1014;63.03.00;33.00.00;03.06;00.00;18.05
36047030200;Kings;Brooklyn;4355;2249;2106;08.01;29.05.00;00.06;00.00;61.01.00;2662;60370.0;15348.0;25458.0;3876.00.00;15.08;16.08;37.04.00;25.01.00;15.04;06.02;15.08;21.03;08.03;62.02.00;04.08;01.03;02.01;47.05.00;1873;84.09.00;12.05;02.01;00.05;11.09
36047030300;Kings;Brooklyn;5018;1964;3054;16.04;00.08;81.01.00;00.01;00.08;2649;19696.0;7336.00.00;11493.0;1759.00.00;53.03.00;73.04.00;17.04;43.09.00;27.00.00;04.02;07.04;13.08;03.09;77.09.00;02.01;00.00;02.03;46.03.00;1533;78.01.00;19.08;01.00;01.01;16.09
36047030400;Kings;Brooklyn;3742;1800;1942;07.03;49.03.00;01.00;00.00;40.09.00;2394;37837.0;8685.00.00;20304.0;2188.00.00;21.03;28.00.00;39.03.00;19.02;22.02;08.06;10.08;21.04;05.04;64.07.00;04.06;02.08;01.03;46.09.00;1420;82.09.00;07.08;09.03;00.00;09.02
36047030500;Kings;Brooklyn;5951;2731;3220;14.08;38.05.00;37.09.00;00.04;06.05;4773;65701.0;15104.0;34188.0;2353.00.00;19.03;19.03;55.06.00;16.02;21.04;01.06;05.02;06.08;01.07;79.02.00;03.05;06.05;02.03;42.00.00;3686;78.07.00;13.05;07.09;00.00;07.00
36047030600;Kings;Brooklyn;2029;984;1045;07.09;47.01.00;00.03;00.00;42.09.00;1275;60132.0;30964.0;24224.0;3425.00.00;22.09;42.04.00;27.07.00;22.09;33.01.00;08.09;07.04;31.07.00;07.00;52.08.00;07.00;00.07;00.07;40.09.00;812;88.03.00;10.01;01.06;00.00;07.05
36047030700;Kings;Brooklyn;4304;1652;2652;23.02;01.09;73.00.00;00.00;01.00;2614;24706.0;7445.00.00;15711.0;2352.00.00;37.03.00;38.03.00;27.09.00;32.05.00;28.09.00;03.05;07.02;22.07;01.05;66.06.00;04.09;02.02;02.01;43.02.00;1719;79.01.00;20.09;00.00;00.00;13.02
36047030800;Kings;Brooklyn;1898;949;949;17.05;67.04.00;01.02;00.00;12.04;1279;50189.0;15307.0;25006.0;3359.00.00;17.09;26.03.00;27.06.00;21.04;20.05;10.06;19.09;25.04.00;06.00;64.00.00;04.07;00.00;00.00;56.04.00;926;80.00.00;15.08;04.02;00.00;07.02
36047030900;Kings;Brooklyn;2134;1164;970;14.04;02.01;72.09.00;00.00;08.00;1161;29375.0;5851.00.00;16396.0;4610.00.00;40.06.00;57.01.00;17.07;29.09.00;28.08.00;13.02;10.03;12.07;03.09;71.02.00;10.08;00.00;01.04;43.06.00;812;89.03.00;10.07;00.00;00.00;11.04
36047031100;Kings;Brooklyn;2805;1138;1667;14.08;08.08;73.00.00;00.00;00.00;1795;41683.0;10342.0;22102.0;3464.00.00;29.04.00;31.06.00;33.04.00;28.00.00;25.06.00;07.08;05.02;10.09;03.07;79.06.00;03.05;00.00;02.03;40.07.00;1165;78.06.00;18.02;03.02;00.00;09.08
36047031300;Kings;Brooklyn;4242;2044;2198;08.06;05.07;83.00.00;00.00;00.07;2882;34817.0;7142.00.00;26973.0;5523.00.00;26.07.00;36.00.00;36.07.00;23.08;19.02;10.02;10.01;20.00;00.06;64.01.00;03.01;02.01;10.02;43.08.00;1783;60.05.00;30.03.00;08.01;01.00;08.02
36047031400;Kings;Brooklyn;4409;1878;2531;07.06;70.01.00;01.00;00.00;21.03;3334;40486.0;9759.00.00;26636.0;4098.00.00;20.07;33.02.00;41.04.00;15.05;25.00.00;06.09;11.02;40.03.00;02.05;51.03.00;04.08;00.00;01.00;43.00.00;1783;78.09.00;16.00;05.00;00.00;08.06
36047031500;Kings;Brooklyn;4798;2327;2471;07.07;22.00;65.05.00;00.00;01.04;3168;54113.0;4593.00.00;30708.0;4875.00.00;26.01.00;45.08.00;51.05.00;16.09;13.09;05.04;12.04;06.09;00.02;76.08.00;01.00;04.08;10.04;46.02.00;2605;76.03.00;10.08;12.09;00.00;16.08
36047031701;Kings;Brooklyn;3262;1432;1830;04.00;21.00;66.00.00;00.00;06.07;2308;50205.0;9433.00.00;31517.0;5512.00.00;16.05;19.08;37.00.00;29.03.00;26.00.00;01.09;05.08;12.03;02.01;68.05.00;06.09;05.09;04.03;41.08.00;2076;79.08.00;14.08;05.04;00.00;08.07
36047031702;Kings;Brooklyn;3857;1692;2165;17.08;17.09;57.03.00;00.00;03.06;2718;53111.0;10450.0;27904.0;3373.00.00;19.03;25.09.00;36.05.00;30.08.00;22.06;06.01;04.00;09.03;01.06;76.05.00;04.00;04.02;04.03;42.08.00;2166;78.06.00;16.03;05.01;00.00;11.09
36047031900;Kings;Brooklyn;3782;1895;1887;08.02;22.03;68.08.00;00.00;00.02;2091;40744.0;7181.00.00;18929.0;3843.00.00;29.05.00;53.02.00;34.01.00;18.06;29.06.00;08.05;09.02;15.02;01.09;69.05.00;11.02;00.00;02.02;35.09.00;1409;73.09.00;18.03;07.08;00.00;19.05
36047032100;Kings;Brooklyn;5897;2777;3120;12.01;12.04;68.03.00;00.00;02.06;3349;41094.0;6657.00.00;23368.0;6945.00.00;23.04;18.04;30.03.00;33.02.00;24.04.00;03.09;08.03;08.08;00.03;82.05.00;04.00;03.00;01.05;39.00.00;2669;83.07.00;12.06;03.07;00.00;12.05
36047032300;Kings;Brooklyn;3835;1681;2154;13.06;10.00;67.00.00;00.00;02.03;2478;53851.0;7673.00.00;26225.0;4034.00.00;16.00;19.06;38.08.00;28.09.00;21.04;03.02;07.07;12.07;03.08;67.08.00;10.07;00.05;04.04;40.03.00;1923;68.05.00;25.05.00;06.00;00.00;16.05
36047032500;Kings;Brooklyn;6446;2868;3578;07.08;07.03;82.03.00;01.06;00.07;4515;43245.0;6238.00.00;24032.0;4602.00.00;18.02;29.00.00;25.07.00;36.05.00;23.05;06.06;07.07;18.01;00.00;70.06.00;07.01;01.00;03.01;42.09.00;3354;77.01.00;16.08;06.00;00.00;14.07
36047032600;Kings;Brooklyn;6947;2828;4119;37.01.00;14.09;33.03.00;00.04;13.00;4330;20833.0;3071.00.00;12587.0;2151.00.00;40.07.00;45.03.00;18.00;34.07.00;18.03;10.09;18.01;17.05;01.06;66.08.00;12.07;00.02;01.02;43.05.00;2171;78.09.00;18.04;02.06;00.00;21.07
36047032700;Kings;Brooklyn;2501;1155;1346;18.04;12.02;63.02.00;02.04;01.06;1866;47153.0;14984.0;35028.0;7732.00.00;20.06;37.01.00;40.05.00;27.09.00;18.03;08.00;05.02;19.05;02.02;66.07.00;05.05;04.00;02.00;43.07.00;1392;74.01.00;19.00;06.09;00.00;11.05
36047032800;Kings;Brooklyn;2621;1371;1250;13.08;09.07;39.06.00;01.07;34.02.00;1914;45357.0;15745.0;34860.0;25619.0;24.07.00;25.07.00;27.00.00;26.01.00;22.05;06.08;17.07;21.09;02.01;61.04.00;12.03;00.00;02.02;50.03.00;1076;64.01.00;34.04.00;01.05;00.00;19.08
36047032900;Kings;Brooklyn;5783;2581;3202;14.01;25.07.00;57.08.00;00.00;00.00;3443;47578.0;23692.0;22164.0;3774.00.00;19.07;12.09;34.08.00;26.05.00;14.08;13.08;10.02;24.07.00;06.04;59.06.00;05.08;00.00;03.05;52.01.00;2290;86.04.00;10.05;03.01;00.00;23.00
36047033000;Kings;Brooklyn;4634;2085;2549;29.03.00;18.08;45.06.00;00.00;06.03;3009;23007.0;5427.00.00;16528.0;4396.00.00;41.03.00;49.08.00;27.08.00;32.06.00;20.00;08.04;11.03;17.05;05.00;68.07.00;07.04;01.04;00.00;55.01.00;1327;73.08.00;25.03.00;00.09;00.00;27.07.00
36047033100;Kings;Brooklyn;4378;2302;2076;06.09;58.02.00;34.03.00;00.00;00.00;2744;39301.0;6317.00.00;17347.0;2119.00.00;14.03;13.01;40.03.00;31.06.00;21.00;03.06;03.05;15.00;02.07;37.09.00;35.05.00;00.00;08.08;34.09.00;1912;72.05.00;14.00;13.05;00.00;13.03
36047033300;Kings;Brooklyn;4719;2469;2250;02.09;66.08.00;27.07.00;00.00;00.00;2622;44608.0;5404.00.00;15247.0;2060.00.00;15.02;12.07;43.08.00;21.03;25.08.00;03.02;05.09;22.04;00.08;44.02.00;28.07.00;01.09;02.00;30.09.00;1602;85.09.00;13.00;01.01;00.00;09.01
36047033500;Kings;Brooklyn;3115;1627;1488;09.03;59.07.00;27.00.00;00.00;03.09;1753;61164.0;11126.0;18792.0;2536.00.00;16.04;21.03;42.01.00;16.03;28.08.00;05.08;07.00;22.03;05.01;53.01.00;17.04;00.07;01.04;36.07.00;1082;76.04.00;12.05;10.06;00.05;11.02
36047033600;Kings;Brooklyn;4008;2036;1972;10.02;74.05.00;07.03;00.00;06.04;2522;62649.0;10353.0;28423.0;3849.00.00;11.00;04.07;43.01.00;25.00.00;19.07;05.08;06.04;41.00.00;09.05;36.02.00;05.01;02.05;05.06;46.03.00;1830;81.01.00;11.04;07.05;00.00;11.00
36047033700;Kings;Brooklyn;3818;1955;1863;12.04;36.09.00;48.01.00;00.00;02.01;2356;48114.0;11306.0;21927.0;4625.00.00;18.05;16.09;31.01.00;23.06;26.01.00;07.04;11.08;15.05;02.05;64.07.00;09.04;03.00;05.00;41.06.00;1695;84.04.00;08.08;06.08;00.00;09.08
36047033900;Kings;Brooklyn;4495;2227;2268;07.05;16.06;69.06.00;00.00;02.06;2553;34231.0;8860.00.00;19445.0;2263.00.00;32.04.00;46.06.00;35.02.00;27.08.00;21.05;06.07;08.07;10.05;06.01;72.09.00;07.08;00.07;02.00;40.05.00;1925;74.04.00;15.08;09.03;00.05;09.09
36047034000;Kings;Brooklyn;2166;901;1265;17.09;36.02.00;38.08.00;00.00;06.01;1767;17574.0;5311.00.00;12103.0;1385.00.00;41.00.00;42.09.00;08.08;35.04.00;25.08.00;05.08;24.02.00;22.01;01.09;68.08.00;07.03;00.00;00.00;49.08.00;480;73.05.00;23.08;02.07;00.00;17.07
36047034100;Kings;Brooklyn;2803;1443;1360;10.01;10.04;73.03.00;00.00;00.00;1898;50417.0;7767.00.00;24829.0;3885.00.00;17.06;32.08.00;37.01.00;16.04;31.08.00;06.02;08.06;19.06;02.03;68.02.00;04.08;04.00;01.00;40.01.00;1398;69.04.00;18.08;10.04;01.04;05.00
36047034200;Kings;Brooklyn;5748;2351;3397;22.07;31.07.00;36.06.00;00.00;04.05;4410;16656.0;2291.00.00;16371.0;6098.00.00;40.07.00;54.00.00;18.04;39.07.00;29.07.00;03.09;08.03;17.03;11.05;59.01.00;09.08;00.00;02.02;48.09.00;1355;84.01.00;15.09;00.00;00.00;25.03.00
36047034300;Kings;Brooklyn;5097;2232;2865;31.06.00;02.09;58.04.00;01.02;04.03;3174;25019.0;2841.00.00;19896.0;6025.00.00;29.02.00;33.01.00;27.05.00;32.07.00;17.00;05.09;16.09;14.03;05.09;70.07.00;04.04;00.00;04.07;41.05.00;1684;80.02.00;15.04;04.04;00.00;14.06
36047034500;Kings;Brooklyn;2899;1052;1847;06.07;04.09;87.04.00;00.00;01.00;1669;31701.0;8934.00.00;17753.0;3856.00.00;34.05.00;57.00.00;30.01.00;30.00.00;26.01.00;09.05;04.03;17.00;05.06;62.09.00;12.00;02.05;00.00;40.09.00;1036;70.09.00;19.08;09.03;00.00;15.08
36047034700;Kings;Brooklyn;3326;1573;1753;14.09;01.03;83.06.00;00.00;00.03;2122;29114.0;21218.0;19061.0;3632.00.00;35.03.00;44.08.00;20.00;40.00.00;22.08;07.06;09.06;09.03;05.06;73.06.00;05.01;00.09;05.06;42.03.00;1402;64.06.00;29.06.00;05.01;00.07;12.09
36047034800;Kings;Brooklyn;2185;1086;1099;40.08.00;38.00.00;02.02;00.00;19.01;1099;46346.0;23463.0;20040.0;3593.00.00;29.08.00;53.01.00;21.02;31.04.00;22.01;10.07;14.06;13.08;03.00;57.07.00;17.01;02.07;05.06;43.09.00;1141;81.06.00;03.02;15.02;00.00;12.02
36047034900;Kings;Brooklyn;5297;2413;2884;11.05;04.03;81.06.00;00.02;00.07;2783;29754.0;5742.00.00;16761.0;3389.00.00;31.05.00;39.03.00;11.09;38.06.00;28.02.00;09.01;12.02;11.00;02.05;78.09.00;05.01;01.00;01.05;43.00.00;2344;74.07.00;12.06;11.08;00.09;09.03
36047035000;Kings;Brooklyn;2806;1083;1723;00.06;96.06.00;00.00;00.00;01.06;2340;30889.0;11175.0;20496.0;2282.00.00;21.09;17.05;27.00.00;31.09.00;23.03;08.00;09.08;23.04;05.07;51.02.00;14.05;05.02;00.00;36.07.00;1272;80.00.00;15.06;04.04;00.00;12.09
36047035100;Kings;Brooklyn;4437;1602;2835;13.04;15.05;59.04.00;00.00;02.01;2436;24519.0;11396.0;14676.0;2699.00.00;38.01.00;52.09.00;18.06;42.07.00;27.09.00;02.07;08.02;07.01;01.00;74.08.00;15.04;00.00;01.07;42.00.00;1765;85.00.00;09.05;05.06;00.00;12.09
36047035200;Kings;Brooklyn;1035;453;582;15.06;61.09.00;19.07;00.06;01.01;867;11011.0;1485.00.00;12823.0;1058.00.00;51.06.00;92.00.00;12.06;51.05.00;12.06;23.03;00.00;07.08;04.09;79.06.00;00.00;00.00;07.08;49.02.00;103;72.08.00;18.04;04.09;03.09;00.00
36047035300;Kings;Brooklyn;5140;2078;3062;13.09;20.00;60.08.00;00.00;01.08;3314;39934.0;8886.00.00;20874.0;3056.00.00;21.08;16.09;31.08.00;31.07.00;21.07;04.08;10.00;13.01;03.08;65.02.00;05.07;06.02;05.09;42.07.00;2529;71.00.00;15.01;13.06;00.03;06.09
36047035400;Kings;Brooklyn;5373;2235;3138;05.00;93.08.00;00.07;00.00;00.00;4699;53158.0;13323.0;35382.0;5158.00.00;08.06;00.00;41.08.00;16.04;30.03.00;04.08;06.06;25.09.00;05.02;50.01.00;12.07;02.08;03.04;41.00.00;2761;77.03.00;18.02;04.05;00.00;08.04
36047035500;Kings;Brooklyn;5620;2441;3179;12.03;10.09;75.06.00;00.00;00.00;3409;39850.0;13650.0;17934.0;2549.00.00;21.05;22.04;20.00;37.02.00;29.04.00;08.04;05.00;16.00;02.03;65.03.00;11.01;03.00;02.04;42.06.00;2569;72.06.00;24.07.00;02.07;00.00;08.09
36047035601;Kings;Brooklyn;2592;1284;1308;00.04;98.08.00;00.07;00.00;00.00;2366;35954.0;17123.0;27909.0;5090.00.00;17.04;00.00;45.05.00;23.00;12.07;04.06;14.03;35.03.00;03.01;55.02.00;06.03;00.00;00.00;36.04.00;1002;77.07.00;20.07;01.06;00.00;12.01
36047035602;Kings;Brooklyn;4835;1943;2892;02.05;95.00.00;00.09;00.00;01.06;3674;32348.0;10821.0;29411.0;3727.00.00;17.07;10.08;40.04.00;21.04;22.07;01.07;13.08;30.06.00;09.07;49.04.00;07.05;00.00;02.09;45.00.00;2061;82.04.00;13.01;04.04;00.00;04.07
36047035700;Kings;Brooklyn;2499;893;1606;17.08;02.06;75.08.00;00.05;00.02;1282;21227.0;4769.00.00;13215.0;3490.00.00;55.01.00;67.03.00;26.07.00;36.06.00;23.02;04.03;09.02;10.07;04.01;78.03.00;05.01;00.00;01.07;43.02.00;845;84.03.00;12.05;03.02;00.00;15.01
36047035900;Kings;Brooklyn;5213;2236;2977;10.04;00.02;88.06.00;00.00;00.06;3233;30898.0;6354.00.00;16884.0;2603.00.00;46.04.00;58.02.00;22.02;46.08.00;14.00;07.02;09.07;20.09;03.07;64.05.00;05.00;02.00;03.09;45.05.00;1965;84.00.00;13.09;02.01;00.00;18.04
36047036001;Kings;Brooklyn;2899;1265;1634;02.02;94.02.00;01.02;00.03;00.02;2287;22384.0;4353.00.00;30904.0;7146.00.00;32.09.00;37.00.00;34.01.00;17.09;24.08.00;14.01;09.01;16.02;11.09;53.09.00;16.01;00.00;02.00;45.01.00;1088;71.08.00;20.09;07.04;00.00;12.09
36047036002;Kings;Brooklyn;3975;1582;2393;06.03;86.02.00;00.04;00.00;04.01;2235;18738.0;7454.00.00;18616.0;4124.00.00;39.04.00;33.03.00;31.01.00;38.06.00;14.05;02.01;13.07;13.05;00.08;58.08.00;17.02;02.02;07.05;50.03.00;1496;93.03.00;03.05;03.02;00.00;12.00
36047036100;Kings;Brooklyn;2375;1167;1208;19.00;01.04;76.08.00;00.00;02.01;1498;26936.0;5954.00.00;24003.0;14837.0;29.05.00;14.07;14.09;36.07.00;26.04.00;12.06;09.03;08.02;00.00;86.03.00;05.05;00.00;00.00;52.07.00;784;71.00.00;19.01;09.08;00.00;20.09
36047036200;Kings;Brooklyn;3345;1701;1644;35.04.00;37.02.00;00.09;02.00;23.06;1281;28750.0;8032.00.00;17510.0;3263.00.00;40.09.00;51.08.00;21.07;30.05.00;22.05;08.03;16.09;16.02;00.09;50.04.00;27.06.00;03.07;01.02;40.01.00;1358;87.08.00;08.08;03.05;00.00;12.04
36047036300;Kings;Brooklyn;4076;1767;2309;14.00;01.08;80.09.00;00.00;00.00;2299;29741.0;8057.00.00;18138.0;3164.00.00;20.09;23.06;27.02.00;30.02.00;28.00.00;12.02;02.05;14.00;04.00;71.01.00;07.02;00.07;03.01;52.08.00;1679;68.09.00;27.00.00;04.02;00.00;08.00
36047036400;Kings;Brooklyn;2077;1095;982;11.00;60.07.00;02.01;00.00;25.01.00;1144;33750.0;15510.0;22610.0;4547.00.00;22.05;24.03.00;25.08.00;28.01.00;17.03;11.02;17.06;11.00;11.02;54.01.00;19.04;01.00;03.03;38.07.00;958;84.00.00;11.00;05.00;00.00;13.03
36047036501;Kings;Brooklyn;2677;1247;1430;08.08;04.05;86.05.00;00.00;00.00;1677;39019.0;3833.00.00;19021.0;2888.00.00;19.07;32.00.00;18.07;40.06.00;22.03;05.07;12.08;14.08;03.02;67.00.00;05.09;01.05;07.07;44.09.00;1150;64.06.00;33.04.00;02.00;00.00;14.01
36047036502;Kings;Brooklyn;1164;681;483;32.01.00;02.09;63.07.00;00.00;00.06;786;27364.0;24430.0;24827.0;13992.0;35.01.00;43.08.00;18.09;30.02.00;26.03.00;19.08;04.07;24.08.00;03.09;60.04.00;02.07;04.05;03.06;40.00.00;338;76.00.00;20.07;03.03;00.00;22.05
36047036600;Kings;Brooklyn;4702;2270;2432;24.05.00;44.09.00;03.05;00.00;25.06.00;2293;36487.0;5549.00.00;16724.0;2088.00.00;31.03.00;44.04.00;23.03;30.06.00;15.04;11.06;19.01;19.03;06.04;52.05.00;17.09;02.04;01.05;42.08.00;1802;80.05.00;15.08;03.07;00.00;05.00
36047036700;Kings;Brooklyn;1426;682;744;31.05.00;03.08;59.01.00;00.00;01.00;918;51140.0;12786.0;19544.0;2871.00.00;17.03;13.08;34.06.00;27.07.00;27.04.00;05.00;05.03;22.08;04.09;60.09.00;09.04;01.01;00.09;45.04.00;664;77.07.00;20.06;01.07;00.00;03.09
36047036900;Kings;Brooklyn;4839;2299;2540;28.09.00;04.06;65.02.00;00.00;00.06;2448;31059.0;5566.00.00;14719.0;2211.00.00;33.09.00;38.03.00;24.03.00;30.06.00;24.07.00;06.00;14.04;15.09;00.09;71.00.00;03.06;02.06;06.01;46.06.00;1811;78.04.00;17.07;03.09;00.00;10.03
36047037000;Kings;Brooklyn;4074;1945;2129;04.08;64.08.00;00.00;01.02;24.08.00;2740;66836.0;8564.00.00;35190.0;5213.00.00;12.06;15.06;45.09.00;11.05;23.05;10.08;08.03;38.04.00;07.05;45.08.00;05.09;00.00;02.03;43.08.00;1947;77.06.00;19.01;03.04;00.00;04.05
36047037100;Kings;Brooklyn;4705;2262;2443;16.07;01.09;78.00.00;00.00;02.07;2856;46641.0;12012.0;22591.0;4725.00.00;23.05;34.04.00;33.01.00;28.02.00;19.09;06.04;12.04;26.03.00;04.03;64.08.00;02.07;01.08;00.00;41.04.00;2100;82.08.00;13.00;04.02;00.00;11.07
36047037300;Kings;Brooklyn;4110;1746;2364;24.04.00;08.02;63.01.00;00.02;01.05;2708;29057.0;3619.00.00;17291.0;3171.00.00;34.01.00;41.08.00;32.03.00;26.07.00;23.04;06.05;11.02;24.03.00;02.09;65.06.00;02.05;00.05;04.02;43.02.00;1516;71.00.00;25.03.00;03.07;00.00;10.05
