index,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Poverty,BOROCT2010,location,Provider,ct2010,borough,number of public wifi
36047008500,6916.0,2501.0,4415.0,0.48009999999999997,0.0108,0.43060000000000004,0.0,0.0404,0.5207,3008500.0,['Open Seating'],['SPECTRUM'],85,['Brooklyn'],4
36047010100,4402.0,2215.0,2187.0,0.6503,0.25,0.02,0.0,0.0407,0.2502,3010100.0,['799 4 AVENUE'],['LinkNYC - Citybridge'],101,['Brooklyn'],8
36047011700,2674.0,1467.0,1207.0,0.2706,0.5901,0.0209,0.0,0.060599999999999994,0.1002,3011700.0,['548 4th AVENUE'],['LinkNYC - Citybridge'],117,['Brooklyn'],1
36047011900,1614.0,780.0,834.0,0.2402,0.59,0.0401,0.0,0.06,0.0709,3011900.0,"['Union St (M,R)']",['Transit Wireless'],119,['Brooklyn'],1
36047012801,2094.0,1113.0,981.0,0.0809,0.3803,0.020499999999999997,0.01,0.48,0.2305,3012801.0,['6802 FT HAMILTON PARKWAY'],['BPL'],12801,['Brooklyn'],1
36047012901,2577.0,1102.0,1475.0,0.3009,0.5205,0.0407,0.0008,0.0707,0.11019999999999999,3012901.0,['50 5 AVENUE'],['LinkNYC - Citybridge'],129,['Brooklyn'],6
36047012902,2064.0,984.0,1080.0,0.3006,0.5403,0.0809,0.0,0.0401,0.0803,3012902.0,"['Bergen St (2,3)']",['Transit Wireless'],12902,['Brooklyn'],3
36047013100,4244.0,1796.0,2448.0,0.2504,0.5702,0.0907,0.0,0.0508,0.0907,3013100.0,['739 UNION STREET'],['LinkNYC - Citybridge'],131,['Brooklyn'],2
36047013200,2397.0,1238.0,1159.0,0.1609,0.3507,0.0004,0.0,0.4606,0.1805,3013200.0,['Fort Hamilton PKWY Between 76th & 77th St'],['SPECTRUM'],132,['Brooklyn'],5
36047013300,4674.0,2323.0,2351.0,0.1309,0.6903,0.0308,0.0,0.0805,0.04,3013300.0,['615 CARROLL STREET'],['LinkNYC - Citybridge'],133,['Brooklyn'],2
36047013500,3694.0,1749.0,1945.0,0.1103,0.6607999999999999,0.0904,0.0,0.06,0.050300000000000004,3013500.0,['372 3 AVENUE'],['LinkNYC - Citybridge'],135,['Brooklyn'],3
36047013600,3813.0,1797.0,2016.0,0.13,0.7001999999999999,0.0007000000000000001,0.0004,0.1503,0.1206,3013600.0,['77 St (R)'],['Transit Wireless'],136,['Brooklyn'],1
36047013700,3278.0,1516.0,1762.0,0.1704,0.6501,0.0705,0.0,0.030600000000000002,0.1501,3013700.0,"['4 Av (F)/9 St (M,R)']",['Transit Wireless'],137,['Brooklyn'],2
36047013900,3652.0,1773.0,1879.0,0.17059999999999997,0.6101,0.0805,0.0,0.0809,0.1007,3013900.0,['482 5 AVENUE'],['LinkNYC - Citybridge'],139,['Brooklyn'],4
36047014100,3928.0,2021.0,1907.0,0.2003,0.5306000000000001,0.060700000000000004,0.0,0.1307,0.0604,3014100.0,['515 5 AVENUE'],['LinkNYC - Citybridge'],141,['Brooklyn'],4
36047014300,3610.0,1778.0,1832.0,0.4607,0.3901,0.0206,0.0004,0.0705,0.17079999999999998,3014300.0,['615 4 AVENUE'],['LinkNYC - Citybridge'],143,['Brooklyn'],3
36047014500,4424.0,2003.0,2421.0,0.39,0.4902,0.0305,0.0106,0.0507,0.1405,3014500.0,['691 4 AVENUE'],['LinkNYC - Citybridge'],145,['Brooklyn'],1
36047014800,1256.0,587.0,669.0,0.0004,0.9106000000000001,0.0,0.0,0.0507,0.1106,3014800.0,['8202 13 AVENUE'],['BPL'],148,['Brooklyn'],1
36047015100,4273.0,1936.0,2337.0,0.16079999999999997,0.6507,0.0401,0.0,0.0408,0.060899999999999996,3015100.0,['7 Av (F)'],['Transit Wireless'],151,['Brooklyn'],1
36047015300,2961.0,1435.0,1526.0,0.1603,0.6803,0.030899999999999997,0.0,0.1,0.0404,3015300.0,['431 6 AVENUE'],['BPL'],153,['Brooklyn'],1
36047015900,5157.0,2655.0,2502.0,0.07,0.7606,0.0702,0.0005,0.0408,0.0301,3015900.0,['GRAND ARMY PLAZA'],['BPL'],159,['Brooklyn'],3
36047016100,3139.0,1672.0,1467.0,0.1305,0.6209,0.11019999999999999,0.0,0.0704,0.10060000000000001,3016100.0,['488 Bergen Street'],['LinkNYC - Citybridge'],161,['Brooklyn'],7
36047016300,3223.0,1597.0,1626.0,0.0508,0.5802,0.21050000000000002,0.0,0.0909,0.0801,3016300.0,['550 Vanderbilt Ave'],['LinkNYC - Citybridge'],163,['Brooklyn'],1
36047016900,4779.0,2188.0,2591.0,0.1907,0.6401,0.0104,0.0,0.1207,0.18059999999999998,3016900.0,['15 St-Prospect Park (F)'],['Transit Wireless'],169,['Brooklyn'],1
36047017800,3226.0,1630.0,1596.0,0.26,0.3106,0.0102,0.0,0.3604,0.2002,3017800.0,['1743 86 STREET'],['BPL'],178,['Brooklyn'],1
36047017900,4131.0,1790.0,2341.0,0.2205,0.2009,0.48009999999999997,0.0,0.0409,0.1805,3017900.0,['770 FULTON STREET'],['LinkNYC - Citybridge'],179,['Brooklyn'],1
36047018100,3424.0,1566.0,1858.0,0.1604,0.48090000000000005,0.24059999999999998,0.0,0.0707,0.0803,3018100.0,['Lafayette Av (C)'],['Transit Wireless'],181,['Brooklyn'],2
36047018501,4530.0,1780.0,2750.0,0.3003,0.0406,0.5309,0.0005,0.08039999999999999,0.5402,3018501.0,['331 Myrtle Ave'],['NYCHA'],18501,['Brooklyn'],6
36047019700,3508.0,1846.0,1662.0,0.060599999999999994,0.4407,0.3503,0.0,0.060599999999999994,0.1401,3019700.0,['380 WASHINGTON AVENUE'],['BPL'],197,['Brooklyn'],2
36047019900,2863.0,1366.0,1497.0,0.1008,0.3908,0.32030000000000003,0.0,0.1108,0.14,3019900.0,['470 VANDERBILT AVENUE'],['LinkNYC - Citybridge'],199,['Brooklyn'],3
36047020100,3886.0,1799.0,2087.0,0.0908,0.4603,0.3206,0.0005,0.0405,0.0706,3020100.0,['979 FULTON STREET'],['LinkNYC - Citybridge'],201,['Brooklyn'],3
36047020300,1688.0,752.0,936.0,0.0705,0.4706,0.29,0.0,0.12029999999999999,0.1605,3020300.0,['2 UNDERHILL AVENUE'],['LinkNYC - Citybridge'],203,['Brooklyn'],3
36047020500,2747.0,1412.0,1335.0,0.0408,0.5104,0.2706,0.0009,0.0708,0.0608,3020500.0,['437 PARK PLACE'],['LinkNYC - Citybridge'],205,['Brooklyn'],2
36047021300,4296.0,1982.0,2314.0,0.0506,0.1902,0.7008,0.0,0.0105,0.2408,3021300.0,"['Franklin Av (2,3,4,5)/Botanic Garden (S)']",['Transit Wireless'],213,['Brooklyn'],3
36047021500,5136.0,2557.0,2579.0,0.12,0.3608,0.39049999999999996,0.0006,0.0802,0.1307,3021500.0,['795 WASHINGTON AVE'],['LinkNYC - Citybridge'],215,['Brooklyn'],2
36047021700,3904.0,1747.0,2157.0,0.1108,0.25079999999999997,0.49060000000000004,0.0,0.09,0.15039999999999998,3021700.0,['720 FRANKLIN AVENUE'],['LinkNYC - Citybridge'],217,['Brooklyn'],3
36047022100,4255.0,2206.0,2049.0,0.1609,0.2809,0.4808,0.0106,0.0301,0.26030000000000003,3022100.0,['685 Franklin Ave'],['LinkNYC - Citybridge'],221,['Brooklyn'],1
36047022400,5981.0,3197.0,2784.0,0.22010000000000002,0.6704000000000001,0.0001,0.0,0.10039999999999999,0.4205,3022400.0,['1265 43 STREET'],['BPL'],224,['Brooklyn'],1
36047022700,3725.0,1910.0,1815.0,0.1301,0.21,0.5603,0.0,0.0504,0.1402,3022700.0,['496 FRANKLIN AVENUE'],['BPL'],227,['Brooklyn'],6
36047023100,3506.0,1711.0,1795.0,0.0809,0.4105,0.3709,0.0,0.0404,0.19,3023100.0,['Classon Av (G)'],['Transit Wireless'],231,['Brooklyn'],1
36047024300,4273.0,1984.0,2289.0,0.1505,0.2102,0.5604,0.0,0.030600000000000002,0.1508,3024300.0,['Bedford-Nostrand Avs (G)'],['Transit Wireless'],243,['Brooklyn'],1
36047024400,3757.0,1763.0,1994.0,0.1409,0.7106999999999999,0.0005,0.0,0.13,0.4106,3024400.0,['1702 60 STREET'],['BPL'],244,['Brooklyn'],1
36047024500,3855.0,1760.0,2095.0,0.030899999999999997,0.1306,0.7409,0.0008,0.0407,0.2006,3024500.0,['1245 FULTON STREET'],['LinkNYC - Citybridge'],245,['Brooklyn'],1
36047024700,2104.0,964.0,1140.0,0.0703,0.1907,0.6602,0.0,0.050300000000000004,0.20010000000000003,3024700.0,['517 NOSTRAND AVENUE'],['LinkNYC - Citybridge'],247,['Brooklyn'],4
36047025300,2540.0,1250.0,1290.0,0.19039999999999999,0.2907,0.44060000000000005,0.0,0.0504,0.2509,3025300.0,['617 DEKALB AVENUE'],['BPL'],253,['Brooklyn'],1
36047025901,1914.0,989.0,925.0,0.32049999999999995,0.23010000000000003,0.4202,0.0,0.0006,0.2701,3025901.0,['Myrtle-Willoughby Avs (G)'],['Transit Wireless'],25901,['Brooklyn'],1
36047026300,2002.0,879.0,1123.0,0.13019999999999998,0.1104,0.7206999999999999,0.0,0.0102,0.22089999999999999,3026300.0,['Amphitheater'],['AT&T'],263,['Brooklyn'],2
36047026900,2685.0,1157.0,1528.0,0.09,0.0906,0.7707999999999999,0.0,0.020499999999999997,0.1206,3026900.0,['Kingston-Throop Avs (C)'],['Transit Wireless'],269,['Brooklyn'],4
36047027100,2502.0,1306.0,1196.0,0.0504,0.060599999999999994,0.7908,0.0109,0.0501,0.23070000000000002,3027100.0,['1422 FULTON STREET'],['LinkNYC - Citybridge'],271,['Brooklyn'],3
36047027300,2649.0,1272.0,1377.0,0.030299999999999997,0.0701,0.8609,0.0,0.0108,0.29,3027300.0,['1591 FULTON STREET'],['LinkNYC - Citybridge'],273,['Brooklyn'],1
36047028501,293.0,205.0,88.0,0.36090000000000005,0.56,0.0702,0.0,0.0,0.1204,3028501.0,['846 BROADWAY'],['LinkNYC - Citybridge'],28501,['Brooklyn'],1
36047029200,2540.0,1169.0,1371.0,0.1603,0.5109,0.0302,0.0,0.2701,0.2101,3029200.0,['CROPSEY AV E/O/21ST AV'],['ALTICEUSA'],292,['Brooklyn'],7
36047029500,3803.0,1699.0,2104.0,0.09,0.1804,0.7202,0.0,0.0,0.2306,3029500.0,['361 LEWIS AVENUE'],['BPL'],295,['Brooklyn'],1
36047029700,3969.0,1862.0,2107.0,0.06,0.07,0.77,0.0,0.030600000000000002,0.32020000000000004,3029700.0,"['Utica Av (A,C)']",['Transit Wireless'],297,['Brooklyn'],2
36047029900,2663.0,1185.0,1478.0,0.15039999999999998,0.0108,0.7802,0.0002,0.0301,0.4702,3029900.0,['1874 FULTON STREET'],['LinkNYC - Citybridge'],299,['Brooklyn'],1
36047030100,2752.0,1176.0,1576.0,0.0703,0.0203,0.8109000000000001,0.0,0.0702,0.2304,3030100.0,['Ralph Av (C)'],['Transit Wireless'],301,['Brooklyn'],3
36047030400,3742.0,1800.0,1942.0,0.0703,0.4903,0.01,0.0,0.40090000000000003,0.21030000000000001,3030400.0,['2602 BATH AVENUE'],['BPL'],304,['Brooklyn'],1
36047030500,5951.0,2731.0,3220.0,0.1408,0.38049999999999995,0.3709,0.0004,0.0605,0.19030000000000002,3030500.0,['658 Franklin Ave'],['LinkNYC - Citybridge'],305,['Brooklyn'],2
36047031500,4798.0,2327.0,2471.0,0.0707,0.22,0.6505,0.0,0.0104,0.2601,3031500.0,['725 ST MARKS AVENUE'],['BPL'],315,['Brooklyn'],6
36047031701,3262.0,1432.0,1830.0,0.04,0.21,0.66,0.0,0.060700000000000004,0.1605,3031701.0,['794 PROSPECT PLACE'],['LinkNYC - Citybridge'],317,['Brooklyn'],2
36047031702,3857.0,1692.0,2165.0,0.17079999999999998,0.1709,0.5703,0.0,0.030600000000000002,0.19030000000000002,3031702.0,['737 NOSTRAND AVENUE'],['LinkNYC - Citybridge'],317,['Brooklyn'],4
36047031900,3782.0,1895.0,1887.0,0.0802,0.22030000000000002,0.6808,0.0,0.0002,0.2905,3031900.0,['991 NOSTRAND AVENUE'],['LinkNYC - Citybridge'],319,['Brooklyn'],4
36047032100,5897.0,2777.0,3120.0,0.1201,0.1204,0.6803,0.0,0.0206,0.2304,3032100.0,['900 NOSTRAND AVENUE'],['LinkNYC - Citybridge'],321,['Brooklyn'],2
36047032500,6446.0,2868.0,3578.0,0.0708,0.0703,0.8203,0.0106,0.0007000000000000001,0.1802,3032500.0,['837 FRANKLIN AVE'],['LinkNYC - Citybridge'],325,['Brooklyn'],2
36047032600,6947.0,2828.0,4119.0,0.3701,0.1409,0.33030000000000004,0.0004,0.13,0.4007,3032600.0,['W 17TH ST 1 P/N/O SURF AV'],['ALTICEUSA'],326,['Brooklyn'],3
36047032900,5783.0,2581.0,3202.0,0.1401,0.2507,0.5708,0.0,0.0,0.1907,3032900.0,['340 EMPIRE BOULEVARD'],['LinkNYC - Citybridge'],329,['Brooklyn'],3
36047033700,3818.0,1955.0,1863.0,0.1204,0.36090000000000005,0.48009999999999997,0.0,0.020099999999999996,0.1805,3033700.0,['Kingston Av (3)'],['Transit Wireless'],337,['Brooklyn'],1
36047034500,2899.0,1052.0,1847.0,0.060700000000000004,0.0409,0.8704000000000001,0.0,0.01,0.34049999999999997,3034500.0,['ROOF MOUNTED  BACK LEFT SIDE'],['ALTICEUSA'],345,['Brooklyn'],11
36047034800,2185.0,1086.0,1099.0,0.4008,0.38,0.0202,0.0,0.19010000000000002,0.2908,3034800.0,['W 16TH ST 1 P/N/O SURF AV'],['ALTICEUSA'],348,['Brooklyn'],1
36047035100,4437.0,1602.0,2835.0,0.1304,0.1505,0.5904,0.0,0.020099999999999996,0.3801,3035100.0,['1044 EASTERN PARKWAY'],['BPL'],351,['Brooklyn'],2
36047035200,1035.0,453.0,582.0,0.1506,0.6109,0.1907,0.0006,0.0101,0.5106,3035200.0,['W 15TH ST -5/P/S/O SURF AV'],['ALTICEUSA'],352,['Brooklyn'],28
36047036001,2899.0,1265.0,1634.0,0.0202,0.9401999999999999,0.0102,0.0003,0.0002,0.3209,3036001.0,['16 BRIGHTON 1 ROAD'],['BPL'],36001,['Brooklyn'],1
36047036700,1426.0,682.0,744.0,0.3105,0.0308,0.5901,0.0,0.01,0.1703,3036700.0,['2493 FULTON STREET'],['LinkNYC - Citybridge'],367,['Brooklyn'],6
36047036900,4839.0,2299.0,2540.0,0.2809,0.0406,0.6502,0.0,0.0006,0.3309,3036900.0,['2208 FULTON STREET'],['LinkNYC - Citybridge'],369,['Brooklyn'],2
36047037100,4705.0,2262.0,2443.0,0.1607,0.0109,0.78,0.0,0.0207,0.2305,3037100.0,['2057 FULTON STREET'],['LinkNYC - Citybridge'],371,['Brooklyn'],1
36047037300,4110.0,1746.0,2364.0,0.2404,0.0802,0.6301,0.0002,0.0105,0.34009999999999996,3037300.0,['8 THOMAS S BOYLAND STREET'],['BPL'],373,['Brooklyn'],1
36047037700,4240.0,1832.0,2408.0,0.2003,0.1001,0.6701,0.0,0.0101,0.2507,3037700.0,['ON ROOF OF PARKS BLDG RIGHT SIDE'],['ALTICEUSA'],377,['Brooklyn'],2
36047037900,3537.0,1619.0,1918.0,0.09050000000000001,0.0603,0.8309000000000001,0.0,0.0,0.30079999999999996,3037900.0,['1961 FULTON STREET'],['LinkNYC - Citybridge'],379,['Brooklyn'],2
36047038100,5550.0,2313.0,3237.0,0.1005,0.04,0.8403,0.0,0.0,0.3006,3038100.0,['1805 FULTON STREET'],['LinkNYC - Citybridge'],381,['Brooklyn'],2
36047038600,3622.0,1857.0,1765.0,0.1704,0.4008,0.0001,0.0,0.4102,0.2,3038600.0,['303 AVENUE X'],['BPL'],386,['Brooklyn'],1
36047038900,3249.0,1713.0,1536.0,0.69,0.1505,0.0603,0.0,0.0509,0.2807,3038900.0,['849 BROADWAY'],['LinkNYC - Citybridge'],389,['Brooklyn'],1
36047039300,3444.0,1705.0,1739.0,0.5702,0.1808,0.23010000000000003,0.0,0.0002,0.2408,3039300.0,['790 BUSHWICK AVENUE'],['BPL'],393,['Brooklyn'],1
36047040400,2451.0,1195.0,1256.0,0.1007,0.4708,0.0004,0.0,0.4008,0.1409,3040400.0,['1664 WEST 13 STREET'],['BPL'],404,['Brooklyn'],1
36047040500,1539.0,772.0,767.0,0.49079999999999996,0.030899999999999997,0.4108,0.0,0.0405,0.2804,3040500.0,['Bushwick Av-Aberdeen St (L)'],['Transit Wireless'],405,['Brooklyn'],1
36047040900,3738.0,1575.0,2163.0,0.7009000000000001,0.09,0.1801,0.0,0.01,0.34020000000000006,3040900.0,['Wilson Av (L)'],['Transit Wireless'],409,['Brooklyn'],1
36047041700,3158.0,1495.0,1663.0,0.7006999999999999,0.0203,0.17079999999999998,0.0,0.0902,0.2704,3041700.0,['BACK LEFT SIDE OF ROOFTOP OF 335 CENTRAL AV'],['ALTICEUSA'],417,['Brooklyn'],2
36047042900,5743.0,2905.0,2838.0,0.7506999999999999,0.1709,0.030299999999999997,0.0,0.0105,0.26030000000000003,3042900.0,['IN PARK BELOW PLAYGROUND AREA SOUTH SIDE'],['ALTICEUSA'],429,['Brooklyn'],4
36047043500,5156.0,2675.0,2481.0,0.7402,0.0506,0.1802,0.0,0.0108,0.2408,3043500.0,['360 IRVING AVENUE'],['BPL'],435,['Brooklyn'],1
36047043900,4155.0,2084.0,2071.0,0.76,0.0409,0.1101,0.0,0.08,0.2402,3043900.0,"['Myrtle-Wyckoff Avs (L,M)']",['Transit Wireless'],439,['Brooklyn'],1
36047044300,5378.0,3190.0,2188.0,0.6801,0.1402,0.02,0.0,0.1305,0.2104,3044300.0,['DeKalb Av (L)'],['Transit Wireless'],443,['Brooklyn'],1
36047044600,2021.0,1042.0,979.0,0.11019999999999999,0.5602,0.0007000000000000001,0.0006,0.2908,0.17059999999999997,3044600.0,['5902 23 AVENUE'],['BPL'],446,['Brooklyn'],1
36047044700,2480.0,1115.0,1365.0,0.5203,0.2309,0.19,0.0,0.0308,0.2905,3044700.0,['Jefferson St (L)'],['Transit Wireless'],447,['Brooklyn'],1
36047045300,2262.0,1351.0,911.0,0.5101,0.2403,0.21059999999999998,0.0,0.0207,0.43,3045300.0,['Morgan Av (L)'],['Transit Wireless'],453,['Brooklyn'],1
36047046800,2326.0,1020.0,1306.0,0.0005,0.9608,0.0006,0.0,0.020099999999999996,0.36090000000000005,3046800.0,['EASEMENT 57TH ST 3 P/S/18TH AV'],['ALTICEUSA'],468,['Brooklyn'],5
36047048400,6210.0,3033.0,3177.0,0.0707,0.7904000000000001,0.0403,0.0,0.0501,0.34009999999999996,3048400.0,['410 DITMAS AVENUE'],['BPL'],484,['Brooklyn'],1
36047048900,3829.0,1739.0,2090.0,0.6808,0.0007000000000000001,0.29059999999999997,0.0004,0.0004,0.3705,3048900.0,['340 BUSHWICK AVENUE'],['BPL'],489,['Brooklyn'],1
36047049100,6017.0,2854.0,3163.0,0.3206,0.1606,0.1206,0.0,0.3709,0.1802,3049100.0,['103 SEIGEL STREET'],['LinkNYC - Citybridge'],491,['Brooklyn'],10
36047049300,7398.0,3311.0,4087.0,0.6306,0.1902,0.09029999999999999,0.0,0.0304,0.29059999999999997,3049300.0,['202 AVENUE OF PUERTO RICO'],['LinkNYC - Citybridge'],493,['Brooklyn'],2
36047049500,2702.0,1342.0,1360.0,0.1808,0.6701,0.0003,0.0,0.1003,0.1303,3049500.0,['256 GRAHAM AVENUE'],['LinkNYC - Citybridge'],495,['Brooklyn'],2
36047049600,3933.0,1992.0,1941.0,0.24059999999999998,0.3503,0.020099999999999996,0.0,0.2905,0.1207,3049600.0,['Church Av (F)'],['Transit Wireless'],496,['Brooklyn'],1
36047049700,2776.0,1287.0,1489.0,0.0908,0.7106,0.0101,0.0,0.1304,0.1001,3049700.0,['Graham Avenue (L)'],['Transit Wireless'],497,['Brooklyn'],3
36047049900,1728.0,939.0,789.0,0.1807,0.7304,0.0003,0.0,0.0507,0.0603,3049900.0,['475 MANHATTAN AVENUE'],['LinkNYC - Citybridge'],499,['Brooklyn'],2
36047050000,3684.0,1598.0,2086.0,0.1005,0.5803,0.060899999999999996,0.0003,0.18,0.0906,3050000.0,['160 EAST 5 STREET'],['BPL'],500,['Brooklyn'],1
36047050100,2962.0,1394.0,1568.0,0.1606,0.7106999999999999,0.050499999999999996,0.0,0.05,0.1101,3050100.0,['458 UNION AVENUE'],['LinkNYC - Citybridge'],501,['Brooklyn'],2
36047050300,2431.0,1224.0,1207.0,0.2205,0.7109000000000001,0.0,0.0,0.0301,0.1002,3050300.0,['81 DEVOE STREET'],['BPL'],503,['Brooklyn'],1
36047050400,4824.0,2302.0,2522.0,0.1905,0.5102,0.1301,0.0,0.1208,0.1106,3050400.0,['Fort Hamilton Pkwy (F)'],['Transit Wireless'],504,['Brooklyn'],1
36047050500,4289.0,2189.0,2100.0,0.5104,0.2901,0.0803,0.01,0.09050000000000001,0.30079999999999996,3050500.0,['145 MONTROSE AVENUE'],['LinkNYC - Citybridge'],505,['Brooklyn'],2
36047050700,2417.0,1394.0,1023.0,0.1906,0.6909000000000001,0.0509,0.0,0.0009,0.5201,3050700.0,['Flushing Av (G)'],['Transit Wireless'],507,['Brooklyn'],1
36047051001,4274.0,1817.0,2457.0,0.1502,0.11,0.7101000000000001,0.0003,0.0101,0.0704,3051001.0,['1016 FLATBUSH AVENUE'],['LinkNYC - Citybridge'],510,['Brooklyn'],2
36047051100,3798.0,1774.0,2024.0,0.4108,0.34090000000000004,0.060700000000000004,0.0,0.1509,0.2902,3051100.0,['511 BROADWAY'],['LinkNYC - Citybridge'],511,['Brooklyn'],2
36047051300,4458.0,1953.0,2505.0,0.37,0.52,0.0008,0.0,0.0603,0.1406,3051300.0,['500 GRAND STREET'],['LinkNYC - Citybridge'],513,['Brooklyn'],6
36047051400,7261.0,3444.0,3817.0,0.2802,0.15039999999999998,0.4807,0.0,0.0403,0.1603,3051400.0,['1626 CORTELYOU ROAD'],['LinkNYC - Citybridge'],514,['Brooklyn'],1
36047051500,1367.0,674.0,693.0,0.17,0.6701,0.050499999999999996,0.0,0.0705,0.0702,3051500.0,['Field House area'],['AT&T'],515,['Brooklyn'],6
36047051602,3819.0,1439.0,2380.0,0.1208,0.0504,0.7909,0.0,0.0002,0.2102,3051602.0,['1088 FLATBUSH AVENUE'],['LinkNYC - Citybridge'],516,['Brooklyn'],2
36047051700,1998.0,1018.0,980.0,0.1001,0.7406999999999999,0.02,0.0,0.1202,0.0901,3051700.0,['153 NORTH 8 STREET'],['LinkNYC - Citybridge'],517,['Brooklyn'],1
36047051900,4299.0,2437.0,1862.0,0.1107,0.7306999999999999,0.0302,0.0,0.0803,0.0808,3051900.0,['219 GRAND STREET'],['LinkNYC - Citybridge'],519,['Brooklyn'],1
36047052300,5670.0,2732.0,2938.0,0.5600999999999999,0.33,0.0102,0.0005,0.0604,0.1704,3052300.0,['364 GRAND STREET'],['LinkNYC - Citybridge'],523,['Brooklyn'],1
36047052500,3338.0,1523.0,1815.0,0.2505,0.6604000000000001,0.0405,0.0,0.030600000000000002,0.4004,3052500.0,['268 BROADWAY'],['LinkNYC - Citybridge'],525,['Brooklyn'],1
36047052700,6705.0,3397.0,3308.0,0.7005,0.19,0.030600000000000002,0.0,0.030899999999999997,0.3803,3052700.0,['361 BROADWAY'],['LinkNYC - Citybridge'],527,['Brooklyn'],3
36047052900,3994.0,2251.0,1743.0,0.0805,0.8908,0.010700000000000001,0.0,0.0,0.5008,3052900.0,['240 DIVISION AVENUE'],['BPL'],529,['Brooklyn'],1
36047053200,2539.0,1188.0,1351.0,0.0302,0.6103999999999999,0.0608,0.0,0.2702,0.1906,3053200.0,['975 EAST 16 STREET'],['BPL'],532,['Brooklyn'],1
36047054900,3480.0,1780.0,1700.0,0.1407,0.7206999999999999,0.0202,0.0,0.0504,0.25079999999999997,3054900.0,['178 BROADWAY'],['LinkNYC - Citybridge'],549,['Brooklyn'],2
36047055000,3744.0,1851.0,1893.0,0.1304,0.7604000000000001,0.0006,0.0,0.0808,0.25079999999999997,3055000.0,['2115 OCEAN AVENUE'],['BPL'],550,['Brooklyn'],1
36047055100,6138.0,2989.0,3149.0,0.5502,0.37060000000000004,0.020499999999999997,0.0,0.0207,0.1308,3055100.0,['33 SOUTH 2 STREET'],['LinkNYC - Citybridge'],551,['Brooklyn'],2
36047055300,2899.0,1538.0,1361.0,0.1909,0.6406000000000001,0.0001,0.0009,0.1202,0.12,3055300.0,['2nd Fl Aerobics Rm'],['SPECTRUM'],553,['Brooklyn'],7
36047055500,5178.0,2653.0,2525.0,0.1804,0.6207,0.030299999999999997,0.0,0.12050000000000001,0.0901,3055500.0,['115 NORTH 6 STREET'],['LinkNYC - Citybridge'],555,['Brooklyn'],6
36047055700,2384.0,1237.0,1147.0,0.21059999999999998,0.6506000000000001,0.0108,0.0,0.0808,0.1103,3055700.0,['126 NORTH 8 STREET'],['LinkNYC - Citybridge'],557,['Brooklyn'],4
36047056100,3003.0,1403.0,1600.0,0.0708,0.78,0.0405,0.0005,0.0604,0.0904,3056100.0,['817 Manhattan Ave'],['LinkNYC - Citybridge'],561,['Brooklyn'],1
36047056300,4519.0,2224.0,2295.0,0.1501,0.6501,0.010700000000000001,0.0,0.10060000000000001,0.2403,3056300.0,['1133 MANHATTAN AVENUE'],['LinkNYC - Citybridge'],563,['Brooklyn'],3
36047056900,1432.0,686.0,746.0,0.1109,0.8001999999999999,0.0008,0.0,0.050199999999999995,0.1303,3056900.0,['308 Driggs Avenue'],['LinkNYC - Citybridge'],569,['Brooklyn'],6
36047057300,2375.0,1030.0,1345.0,0.060599999999999994,0.7702,0.0704,0.0101,0.0508,0.18,3057300.0,['107 NORMAN AVENUE'],['BPL'],573,['Brooklyn'],1
36047057500,4028.0,2032.0,1996.0,0.1306,0.7806000000000001,0.0,0.0,0.050300000000000004,0.1304,3057500.0,['984 MANHATTAN AVENUE'],['LinkNYC - Citybridge'],575,['Brooklyn'],2
36047058400,3303.0,1628.0,1675.0,0.0604,0.6507999999999999,0.0109,0.0,0.24059999999999998,0.1,3058400.0,['2525 CONEY ISLAND AVENUE'],['BPL'],584,['Brooklyn'],1
36047059402,4817.0,2235.0,2582.0,0.04019999999999999,0.7703,0.01,0.0,0.1606,0.0605,3059402.0,['3650 NOSTRAND AVENUE'],['BPL'],59402,['Brooklyn'],1
36047060600,2482.0,1009.0,1473.0,0.1101,0.6402,0.0305,0.0002,0.18,0.2509,3060600.0,['2636 EAST 14 STREET'],['BPL'],606,['Brooklyn'],1
36047061600,1572.0,773.0,799.0,0.030600000000000002,0.9308,0.02,0.0,0.0006,0.17,3061600.0,['ROOF OF BEACH HOUSE EAST SIDE'],['ALTICEUSA'],616,['Brooklyn'],8
36047062000,1891.0,1006.0,885.0,0.0203,0.9601000000000001,0.0,0.0,0.0106,0.1,3062000.0,['ORIENTAL BL  1/P/W/O GIRARD ST'],['ALTICEUSA'],620,['Brooklyn'],7
36047062800,5130.0,2497.0,2633.0,0.0704,0.8905,0.0004,0.0,0.020499999999999997,0.0602,3062800.0,['2808 GERRITSEN AVENUE'],['BPL'],628,['Brooklyn'],1
36047065000,1322.0,586.0,736.0,0.1501,0.3105,0.3506,0.0,0.17079999999999998,0.12,3065000.0,['2065 FLATBUSH AVENUE'],['BPL'],650,['Brooklyn'],1
36047065800,1954.0,830.0,1124.0,0.010700000000000001,0.8308,0.0003,0.0,0.1307,0.0507,3065800.0,['C/O AVE U/ E 35TH ST'],['ALTICEUSA'],658,['Brooklyn'],1
36047069602,6667.0,3145.0,3522.0,0.1707,0.49079999999999996,0.2409,0.0,0.0601,0.0907,3069602.0,['2385 RALPH AVENUE'],['BPL'],69602,['Brooklyn'],1
